# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.841264879110955,4.396379732930406,-29.774938953519875,0,3.5,368.04902589690624,180.0,0.0,0.0
 0.017182217754510398,1.8417133224504754,4.396123167426106,-29.774938953519875,0.060137762140786394,3.5,368.04902589690624,180.0,1350.2226228521215,0.0
 0.027695577272912563,1.8425086644052373,4.39590140973877,-15.579563089595588,0.09693452045519398,3.5000000000000004,110.0798161577887,180.0,619.9949006967596,0.0
 0.03777411164599552,1.8436481029854395,4.395714188000842,-9.330923171787143,0.1322093907609843,3.4999999999999987,45.33102959123014,180.0,345.0780624578974,0.0
 0.047723360865719454,1.8451288362012814,4.395561230344767,-5.89765552813406,0.16703176303001807,3.499999999999999,22.725778286113833,180.0,218.0200712294029,0.0
 0.05761334192467657,1.846948062062962,4.395442264902991,-3.7414411532027843,0.201646696736368,3.500000000000003,12.946627441174083,180.0,149.81885765960496,0.0
 0.06746585160686674,1.8491029785806798,4.395357019807959,-2.265349407536855,0.2361304806240336,3.4999999999999987,8.060515258698192,180.0,109.19494910287278,0.0
 0.07728875843763032,1.8515907837646348,4.395305223192113,-1.1927375961093651,0.27051065453170614,3.500000000000002,5.35567208868446,180.0,83.10724148447156,2.9012632608534344e-12
 0.08708508054803525,1.854408675625026,4.395286603187902,-0.3785922888202744,0.3047977819181234,3.5,3.739420286395098,180.00000000000003,65.37970526490788,-2.9088232499728993e-12
 0.09685594216043085,1.8575538521720518,4.395300887927768,0.2602237635823523,0.33899579756150805,3.5000000000000058,2.7148562799447604,180.0,52.79204060668171,0.0
 0.10660167547856572,1.8610235114159117,4.395347805544158,0.7747209126552193,0.3731058641749801,3.499999999999999,2.034097521613188,180.0,43.534889431307896,0.0
 0.11632227120534645,1.864814851366805,4.3954270841695156,1.1979059728270625,0.40712794921871265,3.499999999999999,1.5641141185947234,180.0,36.52931821289682,0.0
 0.12601757479955805,1.8689250700349307,4.395538451936287,1.5520688029906602,0.44106151179845327,3.500000000000002,1.2291639861538826,180.0,31.1000077383924,0.0
 0.13568737544042508,1.8733513654304876,4.395681636976916,1.8527996777503366,0.47490581404148785,3.4999999999999973,0.9839631058320494,180.0,26.80692866525762,2.9470653727871893e-12
 0.14533144702867226,1.878090935563675,4.395856367423848,2.1113276168591164,0.508660064600353,3.4999999999999987,0.8003029220291675,180.00000000000003,23.353484740021308,-2.9550171950027948e-12
 0.1549495668414665,1.8831409784446922,4.396062371409529,2.3359442311349032,0.5423234839451327,3.4999999999999987,0.6599860841255213,180.0,20.533891353486574,0.0
 0.1645415234981162,1.8884986920837379,4.396299377066402,2.532904426989901,0.5758953322434067,3.4999999999999956,0.5509139658881005,180.0,18.201758282447965,0.0
 0.1741071197591047,1.8941612744910115,4.396567112526914,2.7070150979599013,0.6093749191568665,3.5000000000000044,0.4648284966607657,180.0,16.250651949365956,0.0
 0.18364617285338286,1.9001259236767118,4.396865305923509,2.8620309297215383,0.6427616049868401,3.5000000000000058,0.3959612661001139,180.0,14.601690609564464,-2.987877533554916e-12
 0.19315851367432288,1.9063898376510382,4.397193685388632,3.0009271873616346,0.6760547978601301,3.4999999999999956,0.3401995879052423,179.99999999999997,13.195409135217309,2.9963411314784293e-12
 0.20264398551590201,1.9129502144241899,4.397551979054727,3.1260918691518547,0.7092539493056571,3.5000000000000013,0.2945571945413426,180.0,11.986293623961778,0.0
 0.21210244268292516,1.9198042520063654,4.397939915054241,3.23946371398546,0.742358549390238,3.499999999999991,0.2568298657158273,180.0,10.93902976382619,0.0
 0.22153374913599716,1.9269491484077643,4.398357221519618,3.3426330559873803,0.77536812197599,3.5,0.22536635618228945,180.0,10.025877446811037,0.0
 0.23093777724272793,1.9343821016385856,4.398803626583302,3.4369166892918295,0.8082822203495478,3.5000000000000044,0.19891293883259728,180.0,9.224801194618212,3.0311221828953773e-12
 0.24031440666096376,1.9421003097090286,4.39927885837774,3.523414231550664,0.8411004233133732,3.5000000000000013,0.17650597942237042,180.00000000000003,8.518117658467157,-3.0400422151744055e-12
 0.2496635233569546,1.950100970629292,4.399782645035375,3.6030511075698533,0.8738223317493411,3.4999999999999956,0.15739646614662806,180.0,7.891503000053974,-3.049050418446596e-12
 0.2589850187505546,1.9583812824095748,4.400314714688654,3.676611716433437,0.906447565626941,3.4999999999999956,0.14099618445911066,179.99999999999997,7.33325470146059,0.0
 0.2682787889750372,1.9669384430600767,4.4008747954700205,3.7447653006264185,0.9389757614126302,3.5,0.12683879081470478,179.99999999999997,6.8337359719336295,6.134659470611782e-12
 0.27754473423787007,1.9757696505909965,4.401462615511919,3.8080863240830074,0.9714065698325453,3.5000000000000058,0.11455130387831476,180.00000000000003,6.38495285538741,-3.0766005083010837e-12
 0.28678275826917293,1.9848721030125331,4.402077902946796,3.8670706719998122,1.0037396539421053,3.500000000000003,0.1038329742727752,180.0,5.98022902522899,0.0
 0.2959927678456799,1.9942429983348857,4.402720385907096,3.9221486385918762,1.0359746874598796,3.499999999999994,0.0944394528463439,180.0,5.613953307796188,0.0
 0.30517467237940843,2.0038795345682536,4.403389792525264,3.97369542192087,1.0681113533279294,3.499999999999991,0.08617080735058999,180.0,5.281381916749538,0.0
 0.31432838356164083,2.013778909722836,4.404085850933745,4.02203966662986,1.1001493424657427,3.499999999999988,0.0788623644162036,180.0,4.978482243062574,0.0
